email_id,subject,body,sender,num_urls,has_suspicious_domain,urgency_word_count,label
283,Project Update: Sprint Review Notes,"Hi, Welcome aboard! We're excited to have you as part of our community. Here's a quick guide to help you get started with your new account. Thank you,
HR",newsletter@company.com,0,0,0,0
284,Invoice #4521 Attached,"Dear User, Hi all, sharing the notes from today's sprint review. We completed 8 out of 10 planned stories and identified two blockers for next sprint. Regards,
Admin Team",team-lead@company.com,0,0,0,0
285,New Blog Post: Tips for Remote Work,"Hi, this is a friendly reminder to submit your timesheet for this week by Friday 5 PM. Thanks for your cooperation. Best,
Sarah",newsletter@company.com,0,0,0,0
286,Your Payment Failed - Update Billing Information,"Hi there, This is an urgent security notice. Someone tried to access your account from an unrecognized device. Verify it was you at http://netflix-billing-update.ru/pay or your account will be locked. Sincerely,
Customer Service",admin@account-verify-center.com,0,1,3,1
287,Security Alert: Unusual Sign-in Activity Detected,"Dear Customer, we detected unusual activity on your account. Click the link below immediately to verify your identity or your account will be permanently suspended within 24 hours. http://netflix-billing-update.ru/pay",support@amaz0n-rewards.info,3,1,4,1
288,Your Flight Itinerary Confirmation,"Hi there, Hi everyone, attached is the agenda for our weekly team sync. Please review before the meeting and add any topics you'd like to discuss. Cheers,
Priya",support@fedex.com,0,0,0,0
289,Congratulations on Your Work Anniversary,"Hi, Hello, here is our monthly newsletter with updates on new features, upcoming events, and customer stories. Read more on our blog at https://company-blog.com/newsletter. Regards,
Admin Team",no-reply@zoom.us,0,0,0,0
290,You Have Won a Prize! Claim Now,"Dear Customer, Dear user, our system detected a policy violation on your account. Verify your information at http://secure-login-verify.com/account within 24 hours to prevent permanent closure. Thanks,
The Team",service@microsoft-alerts.xyz,2,1,2,1
291,Security Alert: Unusual Sign-in Activity Detected,"Dear User, Dear user, our system detected a policy violation on your account. Verify your information at http://paypal-security-update.net/confirm within 24 hours to prevent permanent closure. Regards,
Account Services",service@microsoft-alerts.xyz,2,1,2,1
292,Invoice #4521 Attached,"Hello, Hi, this is a friendly reminder to submit your timesheet for this week by Friday 5 PM. Thanks for your cooperation. Thank you,
HR Please confirm receipt of this email at your earliest convenience.",no-reply@zoom.us,1,0,1,0
293,Quarterly Performance Report Attached,"Dear User, Please find attached invoice #4521 for services rendered in June. Payment is due within 30 days as per our agreement. Thank you,
HR",manager@company.com,0,0,0,0
294,Your Monthly Newsletter is Here,"Dear User, Hi all, sharing the notes from today's sprint review. We completed 8 out of 10 planned stories and identified two blockers for next sprint. Thanks,
Raj",team-lead@company.com,0,0,0,0
295,Urgent: Your Account Will Be Suspended,"Hi there, Dear user, our system detected a policy violation on your account. Verify your information at http://bank0famerica-alert.com/verify within 24 hours to prevent permanent closure. Regards,
Account Services",admin@account-verify-center.com,3,1,3,1
296,Immediate Action Needed: Confirm Your Password,"We were unable to process your recent payment. Please update your billing information immediately at http://192.168.44.21/verify-account to avoid service interruption. Sincerely,
Customer Service",team@irs-refunds.top,1,1,2,1
297,Your Package Could Not Be Delivered,"Dear User, This is an urgent security notice. Someone tried to access your account from an unrecognized device. Verify it was you at http://paypal-security-update.net/confirm or your account will be locked.",alerts@bank0famerica.co,1,1,4,1
298,Your Subscription Is About to Expire,"Hello, Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://appleid-confirm-account.xyz/login within 12 hours. Thanks,
The Team",service@microsoft-alerts.xyz,2,1,2,1
299,New Blog Post: Tips for Remote Work,"Hello, Hi everyone, attached is the agenda for our weekly team sync. Please review before the meeting and add any topics you'd like to discuss. Cheers,
Priya",no-reply@zoom.us,0,0,0,0
300,Upcoming Webinar: AI in Healthcare,"Hi, Hi team, sharing my notes from today's call with the client. They are happy with the current progress and requested a demo next week. Thank you,
HR",newsletter@company.com,1,0,0,0
301,Verify Your Bank Details to Avoid Suspension,"Dear User, Congratulations! You have been selected to receive a cash reward of $1000. Claim your prize now by clicking http://secure-login-verify.com/account and entering your bank details.",no-reply@appleid-verify.net,0,1,2,1
302,Immediate Action Needed: Confirm Your Password,"Hi there, This is an urgent security notice. Someone tried to access your account from an unrecognized device. Verify it was you at http://amaz0n-rewards-claim.info/prize or your account will be locked. Thanks,
The Team",team@irs-refunds.top,1,1,3,1
303,New Blog Post: Tips for Remote Work,"Hi there, Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://zoom.us/j/123456789. Regards,
Admin Team",support@fedex.com,0,0,0,0
304,Invoice #4521 Attached,"Hi team, sharing my notes from today's call with the client. They are happy with the current progress and requested a demo next week. Best,
Sarah",team-lead@company.com,1,0,0,0
305,Your Order Has Shipped,"Hello, Hi, this is a friendly reminder to submit your timesheet for this week by Friday 5 PM. Thanks for your cooperation. Thanks,
Raj Please confirm receipt of this email at your earliest convenience.",manager@company.com,1,0,1,0
306,Immediate Action Needed: Confirm Your Password,"Dear Customer, Final warning: your mailbox storage is full and incoming emails will be rejected. Click http://netflix-billing-update.ru/pay immediately to upgrade for free. Sincerely,
Customer Service",service@microsoft-alerts.xyz,2,1,2,1
307,Verify Your Bank Details to Avoid Suspension,Final warning: your mailbox storage is full and incoming emails will be rejected. Click http://secure-login-verify.com/account immediately to upgrade for free.,service@microsoft-alerts.xyz,2,1,3,1
308,Quarterly Performance Report Attached,"Hi, Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://zoom.us/j/123456789. Best regards,
Project Team",billing@vendor.com,1,0,0,0
309,Immediate Action Needed: Confirm Your Password,"Hello, Dear Customer, we detected unusual activity on your account. Click the link below immediately to verify your identity or your account will be permanently suspended within 24 hours. http://irs-tax-refund-claim.top/form Thanks,
The Team",alerts@bank0famerica.co,1,1,4,1
310,Invoice #4521 Attached,"Hello, Hi, this is a friendly reminder to submit your timesheet for this week by Friday 5 PM. Thanks for your cooperation. Thanks,
Raj",support@fedex.com,0,0,0,0
311,Weekly Team Sync Agenda,"Dear User, Thank you for your recent purchase! Your receipt is attached. If you have any questions, feel free to reach out to our support team. Best,
Sarah",notifications@github.com,1,0,0,0
312,Your Flight Itinerary Confirmation,"Urgent: Dear User, Welcome aboard! We're excited to have you as part of our community. Here's a quick guide to help you get started with your new account. Cheers,
Priya",team-lead@company.com,0,0,1,0
313,Verify Your Bank Details to Avoid Suspension,"You have an unclaimed refund of $250.00 waiting. Submit your bank accont details at http://irs-tax-refund-claim.top/form to receive your refund today. Best regards,
Support Team",billing@netflix-update.ru,1,1,0,1
314,Your Payment Failed - Update Billing Information,"Your package delivery has failed due to an incomplete address. Click http://secure-login-verify.com/account now and pay a small redelivery fee to reschedule. Thanks,
The Team",support@amaz0n-rewards.info,2,1,2,1
315,Quarterly Performance Report Attached,"Hello, Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://docs.google.com/spreadsheets/d/abc123. Best regards,
Project Team Please confirm receipt of this email at your earliest convenience.",billing@vendor.com,0,0,1,0
316,You Have Won a Prize! Claim Now,"Dear User, Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://paypal-security-update.net/confirm within 12 hours. Thanks,
The Team",service@microsoft-alerts.xyz,1,1,2,1
317,Invoice #4521 Attached,"Dear Customer, Hi all, sharing the notes from today's sprint review. We completed 8 out of 10 planned stories and identified two blockers for next sprint. Best,
Sarah",team-lead@company.com,1,0,0,0
318,Your Subscription Is About to Expire,"Hi there, Congratulations! You have been selected to receive a cash reward of $1000. Claim your prize now by clicking http://amaz0n-rewards-claim.info/prize and entering your bank details. Best regards,
Support Team",service@microsoft-alerts.xyz,3,1,1,1
319,Your Monthly Newsletter is Here,"Dear Customer, Please find attached invoice #4521 for services rendered in June. Payment is due within 30 days as per our agreement. Regards,
Admin Team",manager@company.com,0,0,0,0
320,Your Package Could Not Be Delivered,"This is an urgent security notice. Someone tried to access your account from an unrecognized device. Verify it was you at http://paypal-security-update.net/confirm or your account will be locked. Thank you,
Team",billing@netflix-update.ru,2,1,4,1
321,Your Monthly Newsletter is Here,"Hi there, Hi team, just a quick note that our meeting tomorrow has been moved to 3 PM in Conference Room B. Let me know if this conflicts with your schedule. Thanks,
Raj",no-reply@zoom.us,0,0,0,0
322,Your Payment Failed - Update Billing Information,"Hi, Dear Customer, we detected unusual activity on your account. Click the link below immediately to verify your identity or your account will be permanently suspended within 24 hours. http://irs-tax-refund-claim.top/form Thank you,
Team",alerts@bank0famerica.co,2,1,4,1
323,Project Update: Sprint Review Notes,"Dear Customer, Thank you for your recent purchase! Your receipt is attached. If you have any questions, feel free to reach out to our support team. Best,
Sarah",manager@company.com,1,0,0,0
324,Upcoming Webinar: AI in Healthcare,"Hello, Hi, this is a friendly reminder to submit your timesheet for this week by Friday 5 PM. Thanks for your cooperation. Cheers,
Priya",notifications@github.com,1,0,0,0
325,Final Notice: Your Account Has Been Locked,"Dear User, Act now! Your subscription expires today. Renew immediately at http://amaz0n-rewards-claim.info/prize to avoid losing access to your account permanently. Sincerely,
Customer Service",security@paypa1-support.com,3,1,2,1
326,You Have Won a Prize! Claim Now,"Hi there, This is an urgent security notice. Someone tried to access your account from an unrecognized device. Verify it was you at http://update-your-info-now.tk/secure or your account will be locked. Best regards,
Support Team",service@microsoft-alerts.xyz,3,1,3,1
327,Upcoming Webinar: AI in Healthcare,"Hi team, sharing my notes from today's call with the client. They are happy with the current progress and requested a demo next week. Thanks,
Raj Please confirm receipt of this email at your earliest convenience.",no-reply@zoom.us,0,0,1,0
328,Meeting Rescheduled to 3 PM Tomorrow,"Hi there, Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://company-blog.com/newsletter. Thank you,
HR",notifications@github.com,1,0,0,0
329,Your Order Has Shipped,"Hi there, Hi team, just a quick note that our meeting tomorrow has been moved to 3 PM in Conference Room B. Let me know if this conflicts with your schedule. Best,
Sarah",newsletter@company.com,1,0,0,0
330,Security Alert: Unusual Sign-in Activity Detected,"Hi, You have an unclaimed refund of $250.00 waiting. Submit your bank account details at http://secure-login-verify.com/account to receive your refund today. Best regards,
Support Team",no-reply@appleid-verify.net,1,1,1,1
331,Urgent: Your Account Will Be Suspended,"Dear Customer, Dear Customer, we detected unusual activity on your account. Click the link below immediately to verify your identity or your account will be permanently suspended within 24 hours. http://microsoft-support-alert.co/reset Regards,
Account Services",admin@account-verify-center.com,1,1,5,1
332,Warning: Suspicious Login From New Device,"Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://amaz0n-rewards-claim.info/prize within 12 hours. Regards,
Account Services",support@amaz0n-rewards.info,0,1,1,1
333,Your Invoice Is Overdue - Pay Immediately,Act now! Your subscription expires today. Renew immediately at http://netflix-billing-update.ru/pay to avoid losing access to your account permanently.,support@amaz0n-rewards.info,2,1,2,1
334,Quarterly Performance Report Attached,"Hi there, Welcome aboard! We're excited to have you as part of our community. Here's a quick guide to help you get started with your new account. Best,
Sarah",support@fedex.com,1,0,0,0
335,Your Order Has Shipped,"Hello, Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://company-blog.com/newsletter. Cheers,
Priya",billing@vendor.com,0,0,0,0
336,Project Update: Sprint Review Notes,"Hi team, just a quick note that our meeting tomorrow has been moved to 3 PM in Conference Room B. Let me know if this conflicts with your schedule. Cheers,
Priya",notifications@github.com,1,0,0,0
337,Invoice #4521 Attached,"Hello, Hi everyone, attached is the agenda for our weekly team sync. Please review before the meeting and add any topics you'd like to discuss. Regards,
Admin Team Please confirm receipt of this email at your earliest convenience.",no-reply@zoom.us,1,0,1,0
338,Invoice #4521 Attached,"Hello, Hi all, sharing the notes from today's sprint review. We completed 8 out of 10 planned stories and identified two blockers for next sprint. Thank you,
HR",no-reply@zoom.us,1,0,0,0
339,You Have Won a Prize! Claim Now,"Dear Customer, Dear Customer, we detected unusual activity on your account. Click the link below immediately to verify your identity or your account will be permanently suspended within 24 hours. http://192.168.44.21/verify-account Thanks,
The Team",support@amaz0n-rewards.info,1,1,5,1
340,Your Invoice Is Overdue - Pay Immediately,"Hi, This is an urgent security notice. Someone tried to access your account from an unrecognized device. Verify it was you at http://appleid-confirm-account.xyz/login or your account will be locked. Thank you,
Team",team@irs-refunds.top,1,1,4,1
341,Important: Your Refund Is Pending Approval,"Your package delivery has failed due to an incomplete address. Click http://microsoft-support-alert.co/reset now and pay a small redelivery fee to reschedule. Regards,
Account Services",alerts@bank0famerica.co,0,1,2,1
342,Notes from Today's Client Call,"Hi there, Welcome aboard! We're excited to have you as part of our community. Here's a quick guide to help you get started with your new account. Cheers,
Priya",manager@company.com,1,0,0,0
343,Your Invoice Is Overdue - Pay Immediately,"Hi there, Act now! Your subscription expires today. Renew immediately at http://appleid-confirm-account.xyz/login to avoid losing access to your account permanently.",security@paypa1-support.com,3,1,3,1
344,Quarterly Performance Report Attached,"Dear Customer, Please find attached invoice #4521 for services rendered in June. Payment is due within 30 days as per our agreement. Best,
Sarah",newsletter@company.com,0,0,0,0
345,Thank You for Your Recent Purchase,"Dear User, Welcome aboard! We're excited to have you as part of our community. Here's a quick guide to help you get started with your new account. Thanks,
Raj Please confirm receipt of this email at your earliest convenience.",no-reply@zoom.us,1,0,1,0
346,Notes from Today's Client Call,"Hello, Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://github.com/company/project. Best,
Sarah Please confirm receipt of this email at your earliest convenience.",support@fedex.com,1,0,1,0
347,Welcome to Our Service!,"Dear User, Hi team, sharing my notes from today's call with the client. They are happy with the current progress and requested a demo next week. Thanks,
Raj",hr@company.com,1,0,0,0
348,Your Monthly Newsletter is Here,"Hi team, just a quick note that our meeting tomorrow has been moved to 3 PM in Conference Room B. Let me know if this conflicts with your schedule. Cheers,
Priya",manager@company.com,0,0,0,0
349,You Have Won a Prize! Claim Now,"Hi there, Dear user, our system detected a policy violation on your account. Verify your information at http://bank0famerica-alert.com/verify within 24 hours to prevent permanent closure. Regards,
Account Services",service@microsoft-alerts.xyz,2,1,3,1
350,Action Required: Verify Your Identity Now,"Hello, Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://paypal-security-update.net/confirm within 12 hours. Sincerely,
Customer Service",alerts@bank0famerica.co,1,1,2,1
351,Urgent: Your Account Will Be Suspended,"Dear User, Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://192.168.44.21/verify-account within 12 hours. Regards,
Account Services",service@microsoft-alerts.xyz,1,1,2,1
352,Your Monthly Newsletter is Here,"Dear Customer, Please find attached invoice #4521 for services rendered in June. Payment is due within 30 days as per our agreement. Thanks,
Raj",support@fedex.com,0,0,0,0
353,Weekly Team Sync Agenda,"Hello, here is our monthly newsletter with updates on new features, upcoming events, and customer stories. Read more on our blog at https://github.com/company/project. Regards,
Admin Team",hr@company.com,0,0,0,0
354,Warning: Suspicious Login From New Device,"Hi there, Final warning: your mailbox storage is full and incoming emails will be rejected. Click http://irs-tax-refund-claim.top/form immediately to upgrade for free. Thank you,
Team",admin@account-verify-center.com,3,1,2,1
355,Congratulations! You Are Selected for a Reward,"Congratulations! You have been selected to receive a cash reward of $1000. Claim your prize now by clicking http://paypal-security-update.net/confirm and entering your bank details. Best regards,
Support Team",billing@netflix-update.ru,1,1,2,1
356,Thank You for Your Recent Purchase,"Hi everyone, attached is the agenda for our weekly team sync. Please review before the meeting and add any topics you'd like to discuss. Regards,
Admin Team",notifications@github.com,0,0,0,0
357,Your Order Has Shipped,"Hi there, Hello, here is our monthly newsletter with updates on new features, upcoming events, and customer stories. Read more on our blog at https://zoom.us/j/123456789. Best,
Sarah",no-reply@zoom.us,0,0,0,0
358,Verify Your Bank Details to Avoid Suspension,"Hello, You have an unclaimed refund of $250.00 waiting. Submit your bank account details at http://paypal-security-update.net/confirm to receive your refund today. Best regards,
Support Team",service@microsoft-alerts.xyz,1,1,1,1
359,Congratulations! You Are Selected for a Reward,"Hi, You have an unclaimed refund of $250.00 waiting. Submit your bank account details at http://bank0famerica-alert.com/verify to receive your refund today. Sincerely,
Customer Service",billing@netflix-update.ru,0,1,2,1
360,You Have Won a Prize! Claim Now,"Hi there, Dear Customer, we detected unusual activity on your account. Click the link below immediately to verifyy your identity or your account will be permanently suspended within 24 hours. http://appleid-confirm-account.xyz/login",support@amaz0n-rewards.info,1,1,5,1
361,Warning: Suspicious Login From New Device,"Hi there, Final warning: your mailbox storage is full and incoming emails will be rejected. Click http://irs-tax-refund-claim.top/form immediately to upgrade for free. Thank you,
Team",security@paypa1-support.com,3,1,2,1
362,Congratulations! You Are Selected for a Reward,"Hello, Dear Customer, we detected unusual activity on your account. Click the link below immediately to verify your identity or your account will be permanently suspended within 24 hours. http://192.168.44.21/verify-account Sincerely,
Customer Service",admin@account-verify-center.com,1,1,5,1
363,New Blog Post: Tips for Remote Work,"Hi there, Hi team, sharing my notes from today's call with the client. They are happy with the current progress and requested a demo next week. Best,
Sarah",billing@vendor.com,0,0,0,0
364,Meeting Rescheduled to 3 PM Tomorrow,"Dear Customer, Thank you for your recent purchase! Your receipt is attached. If you have any questions, feel free to reach out to our support team. Cheers,
Priya",manager@company.com,0,0,0,0
365,Your Payment Failed - Update Billing Information,"Hi there, This is an urgent security notice. Someone tried to access your account from an unrecognized device. Verify it was you at http://paypal-security-update.net/confirm or your account will be locked. Thank you,
Team",service@microsoft-alerts.xyz,1,1,4,1
366,Your Invoice Is Overdue - Pay Immediately,Your package delivery has failed due to an incomplete address. Click http://192.168.44.21/verify-account now and pay a small redelivery fee to reschedule.,admin@account-verify-center.com,1,1,2,1
367,Final Notice: Your Account Has Been Locked,"Hello, Act now! Your subscription expires today. Renew immediately at http://secure-login-verify.com/account to avoid losing access to your account permanently. Thank you,
Team",no-reply@appleid-verify.net,1,1,3,1
368,Your Payment Failed - Update Billing Information,"This is an urgent security notice. Someone tried to access your account from an unrecognized device. Verify it was you at http://bank0famerica-alert.com/verify or your account will be locked. Regards,
Account Services",no-reply@appleid-verify.net,3,1,5,1
369,Your Flight Itinerary Confirmation,"Welcome aboard! We're excited to have you as part of our community. Here's a quick guide to help you get started with your new account. Best regards,
Project Team",billing@vendor.com,0,0,0,0
370,Security Alert: Unusual Sign-in Activity Detected,"Hello, Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://secure-login-verify.com/account within 12 hours. Sincerely,
Customer Service",billing@netflix-update.ru,1,1,2,1
371,Urgent: Your Account Will Be Suspended,"Congratulations! You have been selected to receive a cash reward of $1000. Claim your prize now by clicking http://amaz0n-rewards-claim.info/prize and entering your bank details. Sincerely,
Customer Service",billing@netflix-update.ru,0,1,1,1
372,New Blog Post: Tips for Remote Work,"Dear Customer, Hi everyone, attached is the agenda for our weekly team sync. Please review before the meeting and add any topics you'd like to discuss. Best regards,
Project Team",manager@company.com,1,0,0,0
373,Congratulations! You Are Selected for a Reward,"Hi, Act now! Your subscription expires today. Renew immediately at http://microsoft-support-alert.co/reset to avoid losing access to your account permanently. Thanks,
The Team",support@amaz0n-rewards.info,2,1,3,1
374,Invoice #4521 Attached,"Dear User, Hi, this is a friendly reminder to submit your timesheet for this week by Friday 5 PM. Thanks for your cooperation. Cheers,
Priya",newsletter@company.com,1,0,0,0
375,Security Alert: Unusual Sign-in Activity Detected,"Dear Customer, Dear user, our system detected a policy violation on your account. Verify your information at http://appleid-confirm-account.xyz/login within 24 hours to prevent permanent closure. Sincerely,
Customer Service",billing@netflix-update.ru,1,1,2,1
376,New Blog Post: Tips for Remote Work,"Hi there, Hello, here is our monthly newsletter with updates on new features, upcoming events, and customer stories. Read more on our blog at https://docs.google.com/spreadsheets/d/abc123. Best,
Sarah",support@fedex.com,0,0,0,0
377,Project Update: Sprint Review Notes,"Please find attached invoice #4521 for services rendered in June. Payment is due within 30 days as per our agreement. Thank you,
HR",hr@company.com,1,0,0,0
378,Security Alert: Unusual Sign-in Activity Detected,"Hello, Dear user, our system detected a policy violation on your account. Verify your information at http://netflix-billing-update.ru/pay within 24 hours to prevent permanent closure. Thank you,
Team",service@microsoft-alerts.xyz,1,1,1,1
379,Your Invoice Is Overdue - Pay Immediately,"Hello, We were unable to process your recent payment. Please update your billing information immediately at http://update-your-info-now.tk/secure to avoid service interruption. Thank you,
Team",admin@account-verify-center.com,2,1,1,1
380,Warning: Suspicious Login From New Device,"Dear Customer, Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://netflix-billing-update.ru/pay within 12 hours. Thanks,
The Team",admin@account-verify-center.com,1,1,1,1
381,Urgent: Your Account Will Be Suspended,"Dear Customer, Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://update-your-info-now.tk/secure within 12 hours. Best regards,
Support Team",alerts@bank0famerica.co,1,1,1,1
382,Thank You for Your Recent Purchase,"Hello, Hi team, just a quick note that our meeting tomorrow has been moved to 3 PM in Conference Room B. Let me know if this conflicts with your schedule. Best regards,
Project Team",manager@company.com,0,0,0,0
383,You Have Won a Prize! Claim Now,"Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://microsoft-support-alert.co/reset within 12 hours.",team@irs-refunds.top,1,1,2,1
384,Your Package Could Not Be Delivered,"Congratulations! You have been selected to receive a cash reward of $1000. Claim your prize now by clicking http://bank0famerica-alert.com/verify and entering your bank details. Sincerely,
Customer Service",team@irs-refunds.top,1,1,3,1
385,Your Package Could Not Be Delivered,"Hi, Final warning: your mailbox storage is full and incoming emails will be rejected. Click http://paypal-security-update.net/confirm immediately to upgrade for free.",team@irs-refunds.top,0,1,3,1
386,New Blog Post: Tips for Remote Work,"Dear User, Welcome aboard! We're excited to have you as part of our community. Here's a quick guide to help you get started with your new accont. Regards,
Admin Team",support@fedex.com,0,0,0,0
387,Your Monthly Newsletter is Here,"Hi, Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://docs.google.com/spreadsheets/d/abc123. Best,
Sarah Please confirm receipt of this email at your earliest convenience.",billing@vendor.com,1,0,1,0
388,Quarterly Performance Report Attached,"Hello, Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://github.com/company/project. Cheers,
Priya",hr@company.com,0,0,0,0
389,Weekly Team Sync Agenda,"Dear Customer, Thank you for your recent purchase! Your receipt is attached. If you have any questions, feel free to reach out to our support team. Best,
Sarah",hr@company.com,0,0,0,0
390,Quarterly Performance Report Attached,"Dear Customer, Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://docs.google.com/spreadsheets/d/abc123. Best regards,
Project Team",billing@vendor.com,0,0,0,0
391,Project Update: Sprint Review Notes,"Urgent: Hello, here is our monthly newsletter with updates on new features, upcoming events, and customer stories. Read more on our blog at https://zoom.us/j/123456789. Best,
Sarah",manager@company.com,0,0,1,0
392,Your Flight Itinerary Confirmation,"Hello, here is our monthly newsletter with updates on new features, upcoming events, and customer stories. Read more on our blog at https://shipping.fedex.com/track. Best,
Sarah Please confirm receipt of this email at your earliest convenience.",billing@vendor.com,0,0,1,0
393,Congratulations! You Are Selected for a Reward,You have an unclaimed refund of $250.00 waiting. Submit your bank accont details at http://paypal-security-update.net/confirm to receive your refund today.,support@amaz0n-rewards.info,2,1,1,1
394,You Have Won a Prize! Claim Now,"Dear Customer, we detected unusual activity on your account. Click the link below immediately to verify your identity or your account will be permanently suspended within 24 hours. http://update-your-info-now.tk/secure Regards,
Account Services",admin@account-verify-center.com,1,1,4,1
395,Reminder: Submit Your Timesheet,"Hello, Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://company-blog.com/newsletter. Thanks,
Raj",newsletter@company.com,0,0,0,0
396,Invoice #4521 Attached,"Dear Customer, Hi all, sharing the notes from today's sprint review. We completed 8 out of 10 planned stories and identified two blockers for next sprint. Best,
Sarah",support@fedex.com,0,0,0,0
397,Weekly Team Sync Agenda,"Urgent: Hello, Hi all, sharing the notes from today's sprint review. We completed 8 out of 10 planned stories and identified two blockers for next sprint. Cheers,
Priya",billing@vendor.com,1,0,1,0
398,New Blog Post: Tips for Remote Work,"Hi, Hi everyone, attached is the agenda for our weekly team sync. Please review before the meeting and add any topics you'd like to discuss. Cheers,
Priya",team-lead@company.com,0,0,0,0
399,Quarterly Performance Report Attached,"Hi there, Hi, this is a friendly reminder to submit your timesheet for this week by Friday 5 PM. Thanks for your cooperation. Cheers,
Priya",manager@company.com,1,0,0,0
400,Your Invoice Is Overdue - Pay Immediately,"Dear User, Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://netflix-billing-update.ru/pay within 12 hours. Thanks,
The Team",support@amaz0n-rewards.info,2,1,1,1
401,Immediate Action Needed: Confirm Your Password,"Hi, This is an urgent security notice. Someone tried to access your account from an unrecognized device. Verify it was you at http://netflix-billing-update.ru/pay or your account will be locked. Best regards,
Support Team",security@paypa1-support.com,1,1,3,1
402,Reminder: Submit Your Timesheet,"Hi, this is a friendly reminder to submit your timesheet for this week by Friday 5 PM. Thanks for your cooperation. Regards,
Admin Team",support@fedex.com,0,0,0,0
403,New Blog Post: Tips for Remote Work,"Urgent: Hi there, Please find attached invoice #4521 for services rendered in June. Payment is due within 30 days as per our agreement. Thanks,
Raj Please confirm receipt of this email at your earliest convenience.",newsletter@company.com,0,0,2,0
404,Your Package Could Not Be Delivered,"Hi there, This is an urgent security notice. Someone tried to access your account from an unrecognized device. Verify it was you at http://appleid-confirm-account.xyz/login or your account will be locked. Thank you,
Team",admin@account-verify-center.com,1,1,4,1
405,Warning: Suspicious Login From New Device,"Hi there, Congratulations! You have been selected to receive a cash reward of $1000. Claim your prize now by clicking http://appleid-confirm-account.xyz/login and entering your bank details. Thanks,
The Team",security@paypa1-support.com,2,1,2,1
406,Your Subscription Is About to Expire,"Hello, Your package delivery has failed due to an incomplete address. Click http://appleid-confirm-account.xyz/login now and pay a small redelivery fee to reschedule. Regards,
Account Services",service@microsoft-alerts.xyz,1,1,2,1
407,Action Required: Verify Your Identity Now,"Dear Customer, Final warning: your mailbox storage is full and incoming emails will be rejected. Click http://paypal-security-update.net/confirm immediately to upgrade for free. Thank you,
Team",support@amaz0n-rewards.info,1,1,3,1
408,Congratulations on Your Work Anniversary,"Urgent: Hi there, Welcome aboard! We're excited to have you as part of our community. Here's a quick guide to help you get started with your new account. Cheers,
Priya",billing@vendor.com,0,0,1,0
409,Your Flight Itinerary Confirmation,"Hello, Hi team, just a quick note that our meeting tomorrow has been moved to 3 PM in Conference Room B. Let me know if this conflicts with your schedule. Best regards,
Project Team Please confirm receipt of this email at your earliest convenience.",team-lead@company.com,0,0,1,0
410,Final Notice: Your Account Has Been Locked,"Act now! Your subscription expires today. Renew immediately at http://microsoft-support-alert.co/reset to avoid losing access to your account permanently. Sincerely,
Customer Service",alerts@bank0famerica.co,3,1,3,1
411,Your Payment Failed - Update Billing Information,"Hi there, You have an unclaimed refund of $250.00 waiting. Submit your bank account details at http://amaz0n-rewards-claim.info/prize to receive your refund today. Regards,
Account Services",admin@account-verify-center.com,1,1,0,1
412,Invoice #4521 Attached,"Hi there, Thank you for your recent purchase! Your receipt is attached. If you have any questions, feel free to reach out to our support team. Best,
Sarah",hr@company.com,0,0,0,0
413,Thank You for Your Recent Purchase,"Hi there, Hi, this is a friendly reminder to submit your timesheet for this week by Friday 5 PM. Thanks for your cooperation. Cheers,
Priya",hr@company.com,1,0,0,0
414,Reminder: Submit Your Timesheet,"Hi there, Hi all, sharing the notes from today's sprint review. We completed 8 out of 10 planned stories and identified two blockers for next sprint. Best regards,
Project Team Please confirm receipt of this email at your earliest convenience.",billing@vendor.com,0,0,1,0
415,Your Flight Itinerary Confirmation,"Hello, Hi, this is a friendly reminder to submit yur timesheet for this week by Friday 5 PM. Thanks for your cooperation. Regards,
Admin Team",manager@company.com,1,0,0,0
416,Meeting Rescheduled to 3 PM Tomorrow,"Hi all, sharing the notes from today's sprint review. We completed 8 out of 10 planned stories and identified two blockers for next sprint. Best,
Sarah",notifications@github.com,1,0,0,0
