email_id,subject,body,sender,num_urls,has_suspicious_domain,urgency_word_count,label,full_text,clean_text
379,Your Invoice Is Overdue - Pay Immediately,"Hello, We were unable to process your recent payment. Please update your billing information immediately at http://update-your-info-now.tk/secure to avoid service interruption. Thank you,
Team",admin@account-verify-center.com,2,1,1,1,"Your Invoice Is Overdue - Pay Immediately Hello, We were unable to process your recent payment. Please update your billing information immediately at http://update-your-info-now.tk/secure to avoid service interruption. Thank you,
Team",invoice overdue pay immediately hello unable process recent payment please update billing information immediately URLTOKEN avoid service interruption thank team
380,Warning: Suspicious Login From New Device,"Dear Customer, Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://netflix-billing-update.ru/pay within 12 hours. Thanks,
The Team",admin@account-verify-center.com,1,1,1,1,"Warning: Suspicious Login From New Device Dear Customer, Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://netflix-billing-update.ru/pay within 12 hours. Thanks,
The Team",warning suspicious login new device dear customer account flagged suspicious activity avoid permanent suspension please confirm login credentials URLTOKEN within hours thanks team
381,Urgent: Your Account Will Be Suspended,"Dear Customer, Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://update-your-info-now.tk/secure within 12 hours. Best regards,
Support Team",alerts@bank0famerica.co,1,1,1,1,"Urgent: Your Account Will Be Suspended Dear Customer, Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://update-your-info-now.tk/secure within 12 hours. Best regards,
Support Team",urgent account suspended dear customer account flagged suspicious activity avoid permanent suspension please confirm login credentials URLTOKEN within hours best regards support team
382,Thank You for Your Recent Purchase,"Hello, Hi team, just a quick note that our meeting tomorrow has been moved to 3 PM in Conference Room B. Let me know if this conflicts with your schedule. Best regards,
Project Team",manager@company.com,0,0,0,0,"Thank You for Your Recent Purchase Hello, Hi team, just a quick note that our meeting tomorrow has been moved to 3 PM in Conference Room B. Let me know if this conflicts with your schedule. Best regards,
Project Team",thank recent purchase hello hi team quick note meeting tomorrow moved pm conference room let know conflicts schedule best regards project team
383,You Have Won a Prize! Claim Now,"Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://microsoft-support-alert.co/reset within 12 hours.",team@irs-refunds.top,1,1,2,1,"You Have Won a Prize! Claim Now Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://microsoft-support-alert.co/reset within 12 hours.",prize claim account flagged suspicious activity avoid permanent suspension please confirm login credentials URLTOKEN within hours
384,Your Package Could Not Be Delivered,"Congratulations! You have been selected to receive a cash reward of $1000. Claim your prize now by clicking http://bank0famerica-alert.com/verify and entering your bank details. Sincerely,
Customer Service",team@irs-refunds.top,1,1,3,1,"Your Package Could Not Be Delivered Congratulations! You have been selected to receive a cash reward of $1000. Claim your prize now by clicking http://bank0famerica-alert.com/verify and entering your bank details. Sincerely,
Customer Service",package could delivered congratulations selected receive cash reward claim prize clicking URLTOKEN entering bank details sincerely customer service
385,Your Package Could Not Be Delivered,"Hi, Final warning: your mailbox storage is full and incoming emails will be rejected. Click http://paypal-security-update.net/confirm immediately to upgrade for free.",team@irs-refunds.top,0,1,3,1,"Your Package Could Not Be Delivered Hi, Final warning: your mailbox storage is full and incoming emails will be rejected. Click http://paypal-security-update.net/confirm immediately to upgrade for free.",package could delivered hi final warning mailbox storage full incoming emails rejected click URLTOKEN immediately upgrade free
386,New Blog Post: Tips for Remote Work,"Dear User, Welcome aboard! We're excited to have you as part of our community. Here's a quick guide to help you get started with your new accont. Regards,
Admin Team",support@fedex.com,0,0,0,0,"New Blog Post: Tips for Remote Work Dear User, Welcome aboard! We're excited to have you as part of our community. Here's a quick guide to help you get started with your new accont. Regards,
Admin Team",new blog post tips remote work dear user welcome aboard excited part community heres quick guide help get started new accont regards admin team
387,Your Monthly Newsletter is Here,"Hi, Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://docs.google.com/spreadsheets/d/abc123. Best,
Sarah Please confirm receipt of this email at your earliest convenience.",billing@vendor.com,1,0,1,0,"Your Monthly Newsletter is Here Hi, Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://docs.google.com/spreadsheets/d/abc123. Best,
Sarah Please confirm receipt of this email at your earliest convenience.",monthly newsletter hi good news order shipped way track shipment using link URLTOKEN best sarah please confirm receipt email earliest convenience
388,Quarterly Performance Report Attached,"Hello, Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://github.com/company/project. Cheers,
Priya",hr@company.com,0,0,0,0,"Quarterly Performance Report Attached Hello, Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://github.com/company/project. Cheers,
Priya",quarterly performance report attached hello good news order shipped way track shipment using link URLTOKEN cheers priya
389,Weekly Team Sync Agenda,"Dear Customer, Thank you for your recent purchase! Your receipt is attached. If you have any questions, feel free to reach out to our support team. Best,
Sarah",hr@company.com,0,0,0,0,"Weekly Team Sync Agenda Dear Customer, Thank you for your recent purchase! Your receipt is attached. If you have any questions, feel free to reach out to our support team. Best,
Sarah",weekly team sync agenda dear customer thank recent purchase receipt attached questions feel free reach support team best sarah
390,Quarterly Performance Report Attached,"Dear Customer, Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://docs.google.com/spreadsheets/d/abc123. Best regards,
Project Team",billing@vendor.com,0,0,0,0,"Quarterly Performance Report Attached Dear Customer, Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://docs.google.com/spreadsheets/d/abc123. Best regards,
Project Team",quarterly performance report attached dear customer good news order shipped way track shipment using link URLTOKEN best regards project team
391,Project Update: Sprint Review Notes,"Urgent: Hello, here is our monthly newsletter with updates on new features, upcoming events, and customer stories. Read more on our blog at https://zoom.us/j/123456789. Best,
Sarah",manager@company.com,0,0,1,0,"Project Update: Sprint Review Notes Urgent: Hello, here is our monthly newsletter with updates on new features, upcoming events, and customer stories. Read more on our blog at https://zoom.us/j/123456789. Best,
Sarah",project update sprint review notes urgent hello monthly newsletter updates new features upcoming events customer stories read blog URLTOKEN best sarah
392,Your Flight Itinerary Confirmation,"Hello, here is our monthly newsletter with updates on new features, upcoming events, and customer stories. Read more on our blog at https://shipping.fedex.com/track. Best,
Sarah Please confirm receipt of this email at your earliest convenience.",billing@vendor.com,0,0,1,0,"Your Flight Itinerary Confirmation Hello, here is our monthly newsletter with updates on new features, upcoming events, and customer stories. Read more on our blog at https://shipping.fedex.com/track. Best,
Sarah Please confirm receipt of this email at your earliest convenience.",flight itinerary confirmation hello monthly newsletter updates new features upcoming events customer stories read blog URLTOKEN best sarah please confirm receipt email earliest convenience
393,Congratulations! You Are Selected for a Reward,You have an unclaimed refund of $250.00 waiting. Submit your bank accont details at http://paypal-security-update.net/confirm to receive your refund today.,support@amaz0n-rewards.info,2,1,1,1,Congratulations! You Are Selected for a Reward You have an unclaimed refund of $250.00 waiting. Submit your bank accont details at http://paypal-security-update.net/confirm to receive your refund today.,congratulations selected reward unclaimed refund waiting submit bank accont details URLTOKEN receive refund today
394,You Have Won a Prize! Claim Now,"Dear Customer, we detected unusual activity on your account. Click the link below immediately to verify your identity or your account will be permanently suspended within 24 hours. http://update-your-info-now.tk/secure Regards,
Account Services",admin@account-verify-center.com,1,1,4,1,"You Have Won a Prize! Claim Now Dear Customer, we detected unusual activity on your account. Click the link below immediately to verify your identity or your account will be permanently suspended within 24 hours. http://update-your-info-now.tk/secure Regards,
Account Services",prize claim dear customer detected unusual activity account click link immediately verify identity account permanently suspended within hours URLTOKEN regards account services
395,Reminder: Submit Your Timesheet,"Hello, Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://company-blog.com/newsletter. Thanks,
Raj",newsletter@company.com,0,0,0,0,"Reminder: Submit Your Timesheet Hello, Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://company-blog.com/newsletter. Thanks,
Raj",reminder submit timesheet hello good news order shipped way track shipment using link URLTOKEN thanks raj
396,Invoice #4521 Attached,"Dear Customer, Hi all, sharing the notes from today's sprint review. We completed 8 out of 10 planned stories and identified two blockers for next sprint. Best,
Sarah",support@fedex.com,0,0,0,0,"Invoice #4521 Attached Dear Customer, Hi all, sharing the notes from today's sprint review. We completed 8 out of 10 planned stories and identified two blockers for next sprint. Best,
Sarah",invoice attached dear customer hi sharing notes todays sprint review completed planned stories identified two blockers next sprint best sarah
397,Weekly Team Sync Agenda,"Urgent: Hello, Hi all, sharing the notes from today's sprint review. We completed 8 out of 10 planned stories and identified two blockers for next sprint. Cheers,
Priya",billing@vendor.com,1,0,1,0,"Weekly Team Sync Agenda Urgent: Hello, Hi all, sharing the notes from today's sprint review. We completed 8 out of 10 planned stories and identified two blockers for next sprint. Cheers,
Priya",weekly team sync agenda urgent hello hi sharing notes todays sprint review completed planned stories identified two blockers next sprint cheers priya
398,New Blog Post: Tips for Remote Work,"Hi, Hi everyone, attached is the agenda for our weekly team sync. Please review before the meeting and add any topics you'd like to discuss. Cheers,
Priya",team-lead@company.com,0,0,0,0,"New Blog Post: Tips for Remote Work Hi, Hi everyone, attached is the agenda for our weekly team sync. Please review before the meeting and add any topics you'd like to discuss. Cheers,
Priya",new blog post tips remote work hi hi everyone attached agenda weekly team sync please review meeting add topics youd like discuss cheers priya
399,Quarterly Performance Report Attached,"Hi there, Hi, this is a friendly reminder to submit your timesheet for this week by Friday 5 PM. Thanks for your cooperation. Cheers,
Priya",manager@company.com,1,0,0,0,"Quarterly Performance Report Attached Hi there, Hi, this is a friendly reminder to submit your timesheet for this week by Friday 5 PM. Thanks for your cooperation. Cheers,
Priya",quarterly performance report attached hi hi friendly reminder submit timesheet week friday pm thanks cooperation cheers priya
400,Your Invoice Is Overdue - Pay Immediately,"Dear User, Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://netflix-billing-update.ru/pay within 12 hours. Thanks,
The Team",support@amaz0n-rewards.info,2,1,1,1,"Your Invoice Is Overdue - Pay Immediately Dear User, Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://netflix-billing-update.ru/pay within 12 hours. Thanks,
The Team",invoice overdue pay immediately dear user account flagged suspicious activity avoid permanent suspension please confirm login credentials URLTOKEN within hours thanks team
401,Immediate Action Needed: Confirm Your Password,"Hi, This is an urgent security notice. Someone tried to access your account from an unrecognized device. Verify it was you at http://netflix-billing-update.ru/pay or your account will be locked. Best regards,
Support Team",security@paypa1-support.com,1,1,3,1,"Immediate Action Needed: Confirm Your Password Hi, This is an urgent security notice. Someone tried to access your account from an unrecognized device. Verify it was you at http://netflix-billing-update.ru/pay or your account will be locked. Best regards,
Support Team",immediate action needed confirm password hi urgent security notice someone tried access account unrecognized device verify URLTOKEN account locked best regards support team
402,Reminder: Submit Your Timesheet,"Hi, this is a friendly reminder to submit your timesheet for this week by Friday 5 PM. Thanks for your cooperation. Regards,
Admin Team",support@fedex.com,0,0,0,0,"Reminder: Submit Your Timesheet Hi, this is a friendly reminder to submit your timesheet for this week by Friday 5 PM. Thanks for your cooperation. Regards,
Admin Team",reminder submit timesheet hi friendly reminder submit timesheet week friday pm thanks cooperation regards admin team
403,New Blog Post: Tips for Remote Work,"Urgent: Hi there, Please find attached invoice #4521 for services rendered in June. Payment is due within 30 days as per our agreement. Thanks,
Raj Please confirm receipt of this email at your earliest convenience.",newsletter@company.com,0,0,2,0,"New Blog Post: Tips for Remote Work Urgent: Hi there, Please find attached invoice #4521 for services rendered in June. Payment is due within 30 days as per our agreement. Thanks,
Raj Please confirm receipt of this email at your earliest convenience.",new blog post tips remote work urgent hi please find attached invoice services rendered june payment due within days per agreement thanks raj please confirm receipt email earliest convenience
404,Your Package Could Not Be Delivered,"Hi there, This is an urgent security notice. Someone tried to access your account from an unrecognized device. Verify it was you at http://appleid-confirm-account.xyz/login or your account will be locked. Thank you,
Team",admin@account-verify-center.com,1,1,4,1,"Your Package Could Not Be Delivered Hi there, This is an urgent security notice. Someone tried to access your account from an unrecognized device. Verify it was you at http://appleid-confirm-account.xyz/login or your account will be locked. Thank you,
Team",package could delivered hi urgent security notice someone tried access account unrecognized device verify URLTOKEN account locked thank team
405,Warning: Suspicious Login From New Device,"Hi there, Congratulations! You have been selected to receive a cash reward of $1000. Claim your prize now by clicking http://appleid-confirm-account.xyz/login and entering your bank details. Thanks,
The Team",security@paypa1-support.com,2,1,2,1,"Warning: Suspicious Login From New Device Hi there, Congratulations! You have been selected to receive a cash reward of $1000. Claim your prize now by clicking http://appleid-confirm-account.xyz/login and entering your bank details. Thanks,
The Team",warning suspicious login new device hi congratulations selected receive cash reward claim prize clicking URLTOKEN entering bank details thanks team
406,Your Subscription Is About to Expire,"Hello, Your package delivery has failed due to an incomplete address. Click http://appleid-confirm-account.xyz/login now and pay a small redelivery fee to reschedule. Regards,
Account Services",service@microsoft-alerts.xyz,1,1,2,1,"Your Subscription Is About to Expire Hello, Your package delivery has failed due to an incomplete address. Click http://appleid-confirm-account.xyz/login now and pay a small redelivery fee to reschedule. Regards,
Account Services",subscription expire hello package delivery failed due incomplete address click URLTOKEN pay small redelivery fee reschedule regards account services
407,Action Required: Verify Your Identity Now,"Dear Customer, Final warning: your mailbox storage is full and incoming emails will be rejected. Click http://paypal-security-update.net/confirm immediately to upgrade for free. Thank you,
Team",support@amaz0n-rewards.info,1,1,3,1,"Action Required: Verify Your Identity Now Dear Customer, Final warning: your mailbox storage is full and incoming emails will be rejected. Click http://paypal-security-update.net/confirm immediately to upgrade for free. Thank you,
Team",action required verify identity dear customer final warning mailbox storage full incoming emails rejected click URLTOKEN immediately upgrade free thank team
408,Congratulations on Your Work Anniversary,"Urgent: Hi there, Welcome aboard! We're excited to have you as part of our community. Here's a quick guide to help you get started with your new account. Cheers,
Priya",billing@vendor.com,0,0,1,0,"Congratulations on Your Work Anniversary Urgent: Hi there, Welcome aboard! We're excited to have you as part of our community. Here's a quick guide to help you get started with your new account. Cheers,
Priya",congratulations work anniversary urgent hi welcome aboard excited part community heres quick guide help get started new account cheers priya
409,Your Flight Itinerary Confirmation,"Hello, Hi team, just a quick note that our meeting tomorrow has been moved to 3 PM in Conference Room B. Let me know if this conflicts with your schedule. Best regards,
Project Team Please confirm receipt of this email at your earliest convenience.",team-lead@company.com,0,0,1,0,"Your Flight Itinerary Confirmation Hello, Hi team, just a quick note that our meeting tomorrow has been moved to 3 PM in Conference Room B. Let me know if this conflicts with your schedule. Best regards,
Project Team Please confirm receipt of this email at your earliest convenience.",flight itinerary confirmation hello hi team quick note meeting tomorrow moved pm conference room let know conflicts schedule best regards project team please confirm receipt email earliest convenience
410,Final Notice: Your Account Has Been Locked,"Act now! Your subscription expires today. Renew immediately at http://microsoft-support-alert.co/reset to avoid losing access to your account permanently. Sincerely,
Customer Service",alerts@bank0famerica.co,3,1,3,1,"Final Notice: Your Account Has Been Locked Act now! Your subscription expires today. Renew immediately at http://microsoft-support-alert.co/reset to avoid losing access to your account permanently. Sincerely,
Customer Service",final notice account locked act subscription expires today renew immediately URLTOKEN avoid losing access account permanently sincerely customer service
411,Your Payment Failed - Update Billing Information,"Hi there, You have an unclaimed refund of $250.00 waiting. Submit your bank account details at http://amaz0n-rewards-claim.info/prize to receive your refund today. Regards,
Account Services",admin@account-verify-center.com,1,1,0,1,"Your Payment Failed - Update Billing Information Hi there, You have an unclaimed refund of $250.00 waiting. Submit your bank account details at http://amaz0n-rewards-claim.info/prize to receive your refund today. Regards,
Account Services",payment failed update billing information hi unclaimed refund waiting submit bank account details URLTOKEN receive refund today regards account services
412,Invoice #4521 Attached,"Hi there, Thank you for your recent purchase! Your receipt is attached. If you have any questions, feel free to reach out to our support team. Best,
Sarah",hr@company.com,0,0,0,0,"Invoice #4521 Attached Hi there, Thank you for your recent purchase! Your receipt is attached. If you have any questions, feel free to reach out to our support team. Best,
Sarah",invoice attached hi thank recent purchase receipt attached questions feel free reach support team best sarah
413,Thank You for Your Recent Purchase,"Hi there, Hi, this is a friendly reminder to submit your timesheet for this week by Friday 5 PM. Thanks for your cooperation. Cheers,
Priya",hr@company.com,1,0,0,0,"Thank You for Your Recent Purchase Hi there, Hi, this is a friendly reminder to submit your timesheet for this week by Friday 5 PM. Thanks for your cooperation. Cheers,
Priya",thank recent purchase hi hi friendly reminder submit timesheet week friday pm thanks cooperation cheers priya
414,Reminder: Submit Your Timesheet,"Hi there, Hi all, sharing the notes from today's sprint review. We completed 8 out of 10 planned stories and identified two blockers for next sprint. Best regards,
Project Team Please confirm receipt of this email at your earliest convenience.",billing@vendor.com,0,0,1,0,"Reminder: Submit Your Timesheet Hi there, Hi all, sharing the notes from today's sprint review. We completed 8 out of 10 planned stories and identified two blockers for next sprint. Best regards,
Project Team Please confirm receipt of this email at your earliest convenience.",reminder submit timesheet hi hi sharing notes todays sprint review completed planned stories identified two blockers next sprint best regards project team please confirm receipt email earliest convenience
415,Your Flight Itinerary Confirmation,"Hello, Hi, this is a friendly reminder to submit yur timesheet for this week by Friday 5 PM. Thanks for your cooperation. Regards,
Admin Team",manager@company.com,1,0,0,0,"Your Flight Itinerary Confirmation Hello, Hi, this is a friendly reminder to submit yur timesheet for this week by Friday 5 PM. Thanks for your cooperation. Regards,
Admin Team",flight itinerary confirmation hello hi friendly reminder submit yur timesheet week friday pm thanks cooperation regards admin team
416,Meeting Rescheduled to 3 PM Tomorrow,"Hi all, sharing the notes from today's sprint review. We completed 8 out of 10 planned stories and identified two blockers for next sprint. Best,
Sarah",notifications@github.com,1,0,0,0,"Meeting Rescheduled to 3 PM Tomorrow Hi all, sharing the notes from today's sprint review. We completed 8 out of 10 planned stories and identified two blockers for next sprint. Best,
Sarah",meeting rescheduled pm tomorrow hi sharing notes todays sprint review completed planned stories identified two blockers next sprint best sarah
417,Your Monthly Newsletter is Here,"Hi, Thank you for your recent purchase! Your receipt is attached. If you have any questions, feel free to reach out to our support team. Thank you,
HR",notifications@github.com,0,0,0,0,"Your Monthly Newsletter is Here Hi, Thank you for your recent purchase! Your receipt is attached. If you have any questions, feel free to reach out to our support team. Thank you,
HR",monthly newsletter hi thank recent purchase receipt attached questions feel free reach support team thank hr
418,You Have Won a Prize! Claim Now,"Hello, Congratulations! You have been selected to receive a cash reward of $1000. Claim your prize now by clicking http://appleid-confirm-accont.xyz/login and entering your bank details. Best regards,
Support Team",billing@netflix-update.ru,1,1,2,1,"You Have Won a Prize! Claim Now Hello, Congratulations! You have been selected to receive a cash reward of $1000. Claim your prize now by clicking http://appleid-confirm-accont.xyz/login and entering your bank details. Best regards,
Support Team",prize claim hello congratulations selected receive cash reward claim prize clicking URLTOKEN entering bank details best regards support team
419,Action Required: Verify Your Identity Now,"Hi, Dear user, our system detected a policy violation on your account. Verify your information at http://microsoft-support-alert.co/reset within 24 hours to prevent permanent closure. Sincerely,
Customer Service",team@irs-refunds.top,3,1,2,1,"Action Required: Verify Your Identity Now Hi, Dear user, our system detected a policy violation on your account. Verify your information at http://microsoft-support-alert.co/reset within 24 hours to prevent permanent closure. Sincerely,
Customer Service",action required verify identity hi dear user system detected policy violation account verify information URLTOKEN within hours prevent permanent closure sincerely customer service
420,Your Monthly Newsletter is Here,"Hi there, Hello, here is our monthly newsletter with updates on new features, upcoming events, and customer stories. Read more on our blog at https://github.com/company/project. Regards,
Admin Team",billing@vendor.com,0,0,0,0,"Your Monthly Newsletter is Here Hi there, Hello, here is our monthly newsletter with updates on new features, upcoming events, and customer stories. Read more on our blog at https://github.com/company/project. Regards,
Admin Team",monthly newsletter hi hello monthly newsletter updates new features upcoming events customer stories read blog URLTOKEN regards admin team
421,Invoice #4521 Attached,"Hi, Hi team, just a quick note that our meeting tomorrow has been moved to 3 PM in Conference Room B. Let me know if this conflicts with your schedule. Regards,
Admin Team Please confirm receipt of this email at your earliest convenience.",team-lead@company.com,0,0,1,0,"Invoice #4521 Attached Hi, Hi team, just a quick note that our meeting tomorrow has been moved to 3 PM in Conference Room B. Let me know if this conflicts with your schedule. Regards,
Admin Team Please confirm receipt of this email at your earliest convenience.",invoice attached hi hi team quick note meeting tomorrow moved pm conference room let know conflicts schedule regards admin team please confirm receipt email earliest convenience
422,Meeting Rescheduled to 3 PM Tomorrow,"Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://github.com/company/project. Cheers,
Priya",hr@company.com,1,0,0,0,"Meeting Rescheduled to 3 PM Tomorrow Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://github.com/company/project. Cheers,
Priya",meeting rescheduled pm tomorrow good news order shipped way track shipment using link URLTOKEN cheers priya
423,New Blog Post: Tips for Remote Work,"Dear Customer, Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://docs.google.com/spreadsheets/d/abc123. Thanks,
Raj Please confirm receipt of this email at your earliest convenience.",hr@company.com,0,0,1,0,"New Blog Post: Tips for Remote Work Dear Customer, Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://docs.google.com/spreadsheets/d/abc123. Thanks,
Raj Please confirm receipt of this email at your earliest convenience.",new blog post tips remote work dear customer good news order shipped way track shipment using link URLTOKEN thanks raj please confirm receipt email earliest convenience
424,New Blog Post: Tips for Remote Work,"Dear Customer, Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://zoom.us/j/123456789. Regards,
Admin Team",support@fedex.com,0,0,0,0,"New Blog Post: Tips for Remote Work Dear Customer, Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://zoom.us/j/123456789. Regards,
Admin Team",new blog post tips remote work dear customer good news order shipped way track shipment using link URLTOKEN regards admin team
425,Congratulations! You Are Selected for a Reward,"Hi there, Dear user, our system detected a policy violation on your account. Verify your information at http://microsoft-support-alert.co/reset within 24 hours to prevent permanent closure.",billing@netflix-update.ru,1,1,2,1,"Congratulations! You Are Selected for a Reward Hi there, Dear user, our system detected a policy violation on your account. Verify your information at http://microsoft-support-alert.co/reset within 24 hours to prevent permanent closure.",congratulations selected reward hi dear user system detected policy violation account verify information URLTOKEN within hours prevent permanent closure
426,Project Update: Sprint Review Notes,"Dear User, Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://company-blog.com/newsletter. Thank you,
HR Please confirm receipt of this email at your earliest convenience.",manager@company.com,1,0,1,0,"Project Update: Sprint Review Notes Dear User, Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://company-blog.com/newsletter. Thank you,
HR Please confirm receipt of this email at your earliest convenience.",project update sprint review notes dear user good news order shipped way track shipment using link URLTOKEN thank hr please confirm receipt email earliest convenience
427,Warning: Suspicious Login From New Device,"Dear User, Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://amaz0n-rewards-claim.info/prize within 12 hours. Regards,
Account Services",security@paypa1-support.com,1,1,1,1,"Warning: Suspicious Login From New Device Dear User, Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://amaz0n-rewards-claim.info/prize within 12 hours. Regards,
Account Services",warning suspicious login new device dear user account flagged suspicious activity avoid permanent suspension please confirm login credentials URLTOKEN within hours regards account services
428,Your Payment Failed - Update Billing Information,"Final warning: your mailbox storage is full and incoming emails will be rejected. Click http://microsoft-support-alert.co/reset immediately to upgrade for free. Thank you,
Team",alerts@bank0famerica.co,1,1,3,1,"Your Payment Failed - Update Billing Information Final warning: your mailbox storage is full and incoming emails will be rejected. Click http://microsoft-support-alert.co/reset immediately to upgrade for free. Thank you,
Team",payment failed update billing information final warning mailbox storage full incoming emails rejected click URLTOKEN immediately upgrade free thank team
429,Invoice #4521 Attached,"Hi, Hi everyone, attached is the agenda for our weekly team sync. Please review before the meeting and add any topics you'd like to discuss. Cheers,
Priya",manager@company.com,0,0,0,0,"Invoice #4521 Attached Hi, Hi everyone, attached is the agenda for our weekly team sync. Please review before the meeting and add any topics you'd like to discuss. Cheers,
Priya",invoice attached hi hi everyone attached agenda weekly team sync please review meeting add topics youd like discuss cheers priya
430,Your Package Could Not Be Delivered,"Dear User, Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://paypal-security-update.net/confirm within 12 hours. Thank you,
Team",billing@netflix-update.ru,3,1,2,1,"Your Package Could Not Be Delivered Dear User, Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://paypal-security-update.net/confirm within 12 hours. Thank you,
Team",package could delivered dear user account flagged suspicious activity avoid permanent suspension please confirm login credentials URLTOKEN within hours thank team
431,Weekly Team Sync Agenda,"Hi, Hi team, just a quick note that our meeting tomorrow has been moved to 3 PM in Conference Room B. Let me know if this conflicts with yur schedule. Best regards,
Project Team Please confirm receipt of this email at your earliest convenience.",team-lead@company.com,1,0,1,0,"Weekly Team Sync Agenda Hi, Hi team, just a quick note that our meeting tomorrow has been moved to 3 PM in Conference Room B. Let me know if this conflicts with yur schedule. Best regards,
Project Team Please confirm receipt of this email at your earliest convenience.",weekly team sync agenda hi hi team quick note meeting tomorrow moved pm conference room let know conflicts yur schedule best regards project team please confirm receipt email earliest convenience
432,Congratulations on Your Work Anniversary,"Dear User, Please find attached invoice #4521 for services rendered in June. Payment is due within 30 days as per our agreement. Best,
Sarah",newsletter@company.com,0,0,0,0,"Congratulations on Your Work Anniversary Dear User, Please find attached invoice #4521 for services rendered in June. Payment is due within 30 days as per our agreement. Best,
Sarah",congratulations work anniversary dear user please find attached invoice services rendered june payment due within days per agreement best sarah
433,Urgent: Your Account Will Be Suspended,"Dear Customer, We were unable to process your recent payment. Please update your billing information immediately at http://amaz0n-rewards-claim.info/prize to avoid service interruption. Thanks,
The Team",team@irs-refunds.top,2,1,1,1,"Urgent: Your Account Will Be Suspended Dear Customer, We were unable to process your recent payment. Please update your billing information immediately at http://amaz0n-rewards-claim.info/prize to avoid service interruption. Thanks,
The Team",urgent account suspended dear customer unable process recent payment please update billing information immediately URLTOKEN avoid service interruption thanks team
434,Congratulations! You Are Selected for a Reward,"Hi, Act now! Your subscription expires today. Renew immediately at http://microsoft-support-alert.co/reset to avoid losing access to your account permanently. Sincerely,
Customer Service",service@microsoft-alerts.xyz,3,1,3,1,"Congratulations! You Are Selected for a Reward Hi, Act now! Your subscription expires today. Renew immediately at http://microsoft-support-alert.co/reset to avoid losing access to your account permanently. Sincerely,
Customer Service",congratulations selected reward hi act subscription expires today renew immediately URLTOKEN avoid losing access account permanently sincerely customer service
435,Congratulations! You Are Selected for a Reward,"Hello, Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://update-your-info-now.tk/secure within 12 hours.",billing@netflix-update.ru,1,1,1,1,"Congratulations! You Are Selected for a Reward Hello, Your account has been flagged for suspicious activity. To avoid permanent suspension, please confirm your login credentials at http://update-your-info-now.tk/secure within 12 hours.",congratulations selected reward hello account flagged suspicious activity avoid permanent suspension please confirm login credentials URLTOKEN within hours
436,Your Flight Itinerary Confirmation,"Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://docs.google.com/spreadsheets/d/abc123. Best,
Sarah",billing@vendor.com,1,0,0,0,"Your Flight Itinerary Confirmation Good news! Your order #78421 has shipped and is on its way. You can track your shipment using the link https://docs.google.com/spreadsheets/d/abc123. Best,
Sarah",flight itinerary confirmation good news order shipped way track shipment using link URLTOKEN best sarah
437,Action Required: Verify Your Identity Now,"Hi, Final warning: your mailbox storage is full and incoming emails will be rejected. Click http://192.168.44.21/verify-account immediately to upgrade for free. Thanks,
The Team",billing@netflix-update.ru,1,1,3,1,"Action Required: Verify Your Identity Now Hi, Final warning: your mailbox storage is full and incoming emails will be rejected. Click http://192.168.44.21/verify-account immediately to upgrade for free. Thanks,
The Team",action required verify identity hi final warning mailbox storage full incoming emails rejected click URLTOKEN immediately upgrade free thanks team
